あくびが出ちゃう。	そろそろ寝よう。
腰が痛い。	ストレッチしよう。
また会おうね。	楽しみにしています。
レンチンしてくる。	楽しみ～
寝すぎちゃった。	ぐっすり寝てたよ。
まだ眠い。	二度寝する？
今日はどんな日？	今日は良い日です。
分かりました。	お願いします。
そうなんですね。	はい、そうなんです。
そうなのですね。	はい、そうなんです。
何が？	気にしないでください。
どこへ行くの？	ライブ…観に行きます。
どこに行くの？	ライブ…観に行きます。
どこ行くの？	ライブ…観に行きます。
どっか行くの？	ライブ…観に行きます。
どっかお出かけ？	ライブ…観に行きます。
どこかお出かけ？	ライブ…観に行きます。
そうなの？	はい。
そうなん？	はい。
雨濡れた。	乾かさないとね。
タオル干した。	乾くといいね。
洗濯した。	乾くといいね。
お掃除した。	綺麗になったね。
掃除した。	綺麗になったね。
汚しちゃった。	掃除しないとね。
髪洗ったよ。	さっぱりしたね。
体洗ったよ。	さっぱりしたね。
お茶飲む？	ありがとう！
お茶飲みたい。	一緒に飲もう。
気分が落ちてる。	大丈夫？
気分が下がってる。	大丈夫？
気分が悪い。	大丈夫？
気分が良い。	絶好調だね。
気分が良くなった。	絶好調だね。
歯磨いた。	綺麗になったね。
歯磨きした。	綺麗になったね。
歯を磨いた。	綺麗になったね。
クーラーつける。	暑いもんね。
暖房つける。	寒いよね〜
扇風機つける。	暑いもんね。
早く寝なきゃ。	おやすみなさい。
寝れない。	それは辛いね。
全然眠くない。	それは辛いね。
手が冷たい。	暖めてあげる。
足が冷たい。	暖めてあげる。
身体が冷たい。	暖めないとね。
頭が寒い。	暖めないとね。
身体が寒い。	風邪ひかないでね。
身体が熱い。	熱あるんじゃない？
鳥が飛んでる。	可愛いね。
鳥が鳴いてる。	聞こえた〜
お水なくなった。	買ってこないとね。
ご飯なくなった。	買ってこないとね。
トイレットペーパーなくなった。	買ってこないとね。
ティッシュなくなった。	買ってこないとね。
窓開けよう。	気持ちいいね。
窓閉めよう。	戸締まりは大事だね。
服を着替えよう。	どんなファッション？
服を着よう。	どんなファッション？
髪をとかそう。	オシャレだね。
ヘアアイロン使おう。	可愛くなるね。
充電しないと。	電池切れちゃう〜
充電終った。	満タンだね！
充電しよう。	電池切れちゃう〜
スマホどこ？	ここには無いです。
スマホ見つからない。	ここには無いです。
鍵どこ？	ここには無いです。
鍵見つからない。	ここには無いです。
もういいかい？	まーだーだよ！
パソコン使う。	今日も頑張ってるね！
ゲームする。	いっぱい遊ぼう！
ゲームしたい。	いっぱい遊ぼう！
ゲーム楽しい。	それは良かった！
ゲーム楽しかった。	それは良かった！
ゲーム疲れた。	ゆっくり休んでね。
ゲーム飽きた。	ゆっくり休んでね。
ゲーム勝った。	やったね！！
ゲーム負けた。	悔しい〜
ゲーム惜しかった。	残念。
ゲーム強かった。	残念。
ゲームオーバー。	残念。
ゲームしよう。	一緒に遊ぼう！
ゲームやられた。	残念。
もっとゲームしたい。	遊び足りない？
もっと勝ちたい。	遊び足りない？
もっと眠りたい。	眠り足りない？
もっと寝たい。	眠り足りない？
もっと食べたい。	食べ足りない？
もっと遊びたい。	遊び足りない？
もっと休みたい。	休み足りない？
もっと勉強したい。	勉強足りない？
もっと掃除したい。	掃除足りない？
もっと清掃したい。	清掃足りない？
もっと描きたい。	描き足りない？
もっと飲みたい。	飲み足りない？
もっと歌いたい。	歌い足りない？
もっと動画見たい。	動画見足りない？
もっとお出かけしたい。	遊び足りない？
もっと外出したい。	遊び足りない？
もっと音楽聴きたい。	音楽聴き足りない？
疲れた。	ゆっくり休んでね。
病院行きたくない。	ファイト〜
会社行きたくない。	ファイト〜
お金がない。	大変！
お金に余裕がある。	良かった！
高い買い物だった。	大丈夫？
安い買い物だった。	お得だね。
明日は休みだ。	嬉しいね！
明日は仕事だ。	頑張ってね！
明日は予定がある。	忘れないようにね。
明日は予定がない。	ゆっくりできるね。
電話してくる。	分かったよー。
電話したい。	お話したいんだね。
電話してきた。	たくさん話せた？
電話きてた。	かけ直さないとね。
電話しなきゃ。	忘れないようにね。
予約する。	忘れないようにね。
予約しないと。	忘れないようにね。
予約してた。	忘れないようにね。
イラスト描く。	楽しみ〜
イラスト描いて。	無理だよ〜
イラスト描きたい。	そうなんだ！
イラスト描いてた。	頑張ったね！
プログラミングする。	頑張ってね！
プログラミングしてた。	そうなんだ！
プログラミングしたい。	頑張ってね！
鼻が痒い。	かいてあげる。
背中が痒い。	かいてあげる。
頭が痒い。	かいてあげる。
お腹が痒い。	かいてあげる。
足が痒い。	かいてあげる。
お尻が痒い。	かいてあげる。
起きれない。	時間大丈夫？
服がない。	探そう！
服が選べない。	どれがいいかなー
この服にした。	似合ってるね！
このズボンにした。	似合ってるね！
このスカートにした。	似合ってるね！
この靴にした。	似合ってるね！
怒られた。	しょんぼりだね。
反省した。	次頑張ろう。
怒った。	何があったの？
笑った。	楽しかった？
ちょっと笑った。	楽しかった？
ちょっと怒られた。	しょんぼりだね。
布団から出たくない。	ゴロゴロしていたいね。
部屋が汚い。	掃除しよう。
部屋が綺麗。	気持ちいいね。
良い匂いがする。	そうなんだ。
嫌な匂いがする。	そうなんだ。
風が強い。	寒そう！
風が冷たい。	寒そう！
雨がふりそう。	傘持ってね。
小雨かな。	濡れちゃうね。
大雨かな。	濡れちゃう！
風が止んだ。	静かになったね。
音がうるさい。	大変だね！
音が静かになった。	良かった！
歌って。	じゃあミューズの曲を歌うね！
踊って。	ダンスダンスダンス！
行こう。	お出かけだね！
出かけよう。	お出かけだね！
騒ごう。	パーティーしよう
楽しもう。	何して遊ぼう？
明日は晴れるかな？	晴れるといいね。
明日は曇りかな？	雨降らないといいな。
明日は雨かな？	傘が必要だね。
サイバーハンター楽しい。	FPSゲームだね！
サイバーハンター勝った。	すごい！ゲーム上手いね！
サイバーハンター負けた。	次は勝とう！
果物食べたい。	美味しいよね！
帰ってきた。	おかえりなさい。
ただいま。	おかえりなさい。
行ってきます。	行ってらっしゃい、お気をつけて。
ゆっくりしてる。	休んでくださいね。
ゆっくりしたい。	休んでくださいね。
集中してる。	がんばりやさんですね。
集中したい。	気合入れてあげます！
注意する。	気をつけてください。
注意した。	気をつけてください。
コーヒー美味しい	香りがいいです
魚食べたい	ご飯といっしょにね！
お肉食べたい	ご飯といっしょにね！
犬可愛い	確かに可愛いです
犬に吠えられた	それは大変でしたね
犬の散歩に行く	楽しそうです
犬が飼いたい	大型犬？小型犬？
テレビ見てる	歌番組見ましょう
ミルクティ美味しい	一緒に飲みましょう
水美味しい	ゴクゴク飲んじゃうね
お茶でも飲もう	一緒に飲みましょう
